"group","axis","value"
"korean pop","danceability",0.596955556
"korean pop","energy",0.606266667
"korean pop","liveness",0.12316
"korean pop","tempo",121.7071111
"korean r&b","danceability",0.615960591
"korean r&b","energy",0.594988506
"korean r&b","liveness",0.133334647
"korean r&b","tempo",114.3923711
"korean trap","danceability",0.734
"korean trap","energy",0.701
"korean trap","liveness",0.202
"korean trap","tempo",129.04
"koto","danceability",0.495666667
"koto","energy",0.124333333
"koto","liveness",0.090083333
"koto","tempo",101.3305
"krautrock","danceability",0.42122396
"krautrock","energy",0.418010016
"krautrock","liveness",0.156561623
"krautrock","tempo",128.8280259
"kundiman","danceability",0.5332
"kundiman","energy",0.2274
"kundiman","liveness",0.150245
"kundiman","tempo",126.9307
"kwaito house","danceability",0.781
"kwaito house","energy",0.721
"kwaito house","liveness",0.104
"kwaito house","tempo",123.011
"la indie","danceability",0.571093869
"la indie","energy",0.646823161
"la indie","liveness",0.138201091
"la indie","tempo",125.049683
"la pop","danceability",0.556101299
"la pop","energy",0.684752586
"la pop","liveness",0.244613533
"la pop","tempo",118.6120855
"laboratorio","danceability",0.416679671
"laboratorio","energy",0.287542246
"laboratorio","liveness",0.177713041
"laboratorio","tempo",102.1935065
"lafayette indie","danceability",0.7495
"lafayette indie","energy",0.61625
"lafayette indie","liveness",0.218
"lafayette indie","tempo",100.15525
"laiko","danceability",0.566972855
"laiko","energy",0.455575286
"laiko","liveness",0.183286904
"laiko","tempo",116.3499847
"lancaster pa indie","danceability",0.47055
"lancaster pa indie","energy",0.5086
"lancaster pa indie","liveness",0.13943
"lancaster pa indie","tempo",139.76765
"language","danceability",0.502333333
"language","energy",0.070846667
"language","liveness",0.191
"language","tempo",140.825
"late romantic era","danceability",0.318339048
"late romantic era","energy",0.183656246
"late romantic era","liveness",0.187216937
"late romantic era","tempo",100.3012086
"latin","danceability",0.691567361
"latin","energy",0.673751839
"latin","liveness",0.190329694
"latin","tempo",123.0980997
"latin afrobeat","danceability",0.646080556
"latin afrobeat","energy",0.637821296
"latin afrobeat","liveness",0.211970741
"latin afrobeat","tempo",112.4549241
"latin alternative","danceability",0.624946966
"latin alternative","energy",0.670915051
"latin alternative","liveness",0.195741871
"latin alternative","tempo",124.3230328
"latin arena pop","danceability",0.605309145
"latin arena pop","energy",0.621152055
"latin arena pop","liveness",0.195750908
"latin arena pop","tempo",126.5320197
"latin christian","danceability",0.497607865
"latin christian","energy",0.530301608
"latin christian","liveness",0.306060962
"latin christian","tempo",122.2973053
"latin classical","danceability",0.494950443
"latin classical","energy",0.30930405
"latin classical","liveness",0.131855089
"latin classical","tempo",115.8720076
"latin funk","danceability",0.6034
"latin funk","energy",0.599425
"latin funk","liveness",0.197985
"latin funk","tempo",117.776225
"latin hip hop","danceability",0.746520179
"latin hip hop","energy",0.705502411
"latin hip hop","liveness",0.206779949
"latin hip hop","tempo",114.1472228
"latin house","danceability",0.762875
"latin house","energy",0.85425
"latin house","liveness",0.115866667
"latin house","tempo",125.5462083
"latin jazz","danceability",0.633926248
"latin jazz","energy",0.594731297
"latin jazz","liveness",0.17346286
"latin jazz","tempo",113.6798458
"latin metal","danceability",0.463174444
"latin metal","energy",0.78631037
"latin metal","liveness",0.183867407
"latin metal","tempo",134.3422176
"latin pop","danceability",0.624875609
"latin pop","energy",0.623983972
"latin pop","liveness",0.184823142
"latin pop","tempo",121.617823
"latin rock","danceability",0.614240918
"latin rock","energy",0.667302652
"latin rock","liveness",0.192359263
"latin rock","tempo",121.6735999
"latin ska","danceability",0.566333333
"latin ska","energy",0.892
"latin ska","liveness",0.058166667
"latin ska","tempo",144.4893333
"latin soundtrack","danceability",0.44319596
"latin soundtrack","energy",0.445750586
"latin soundtrack","liveness",0.124529293
"latin soundtrack","tempo",115.9236646
"latin talent show","danceability",0.649291005
"latin talent show","energy",0.751111111
"latin talent show","liveness",0.339931217
"latin talent show","tempo",119.6763862
"latin viral pop","danceability",0.691030438
"latin viral pop","energy",0.694104573
"latin viral pop","liveness",0.161523985
"latin viral pop","tempo",127.3141251
"latin worship","danceability",0.468512918
"latin worship","energy",0.542280142
"latin worship","liveness",0.317764725
"latin worship","tempo",126.8614551
"latincore","danceability",0.568
"latincore","energy",0.734
"latincore","liveness",0.162
"latincore","tempo",99.993
"latino comedy","danceability",0.562666667
"latino comedy","energy",0.768
"latino comedy","liveness",0.456666667
"latino comedy","tempo",103.659
"latintronica","danceability",0.69175
"latintronica","energy",0.71
"latintronica","liveness",0.2438
"latintronica","tempo",98.725
"lds","danceability",0.290191937
"lds","energy",0.192346571
"lds","liveness",0.140465219
"lds","tempo",113.37814
"lds youth","danceability",0.462127193
"lds youth","energy",0.395339912
"lds youth","liveness",0.175210965
"lds youth","tempo",116.0179539
"lebanese pop","danceability",0.521162393
"lebanese pop","energy",0.438110541
"lebanese pop","liveness",0.2027
"lebanese pop","tempo",119.3408604
"leicester indie","danceability",0.4822
"leicester indie","energy",0.8238
"leicester indie","liveness",0.27588
"leicester indie","tempo",111.2474
"levenslied","danceability",0.618
"levenslied","energy",0.402
"levenslied","liveness",0.16
"levenslied","tempo",183.364
"lexington ky indie","danceability",0.537
"lexington ky indie","energy",0.69475
"lexington ky indie","liveness",0.10825
"lexington ky indie","tempo",108.27
"lgbtq+ hip hop","danceability",0.683898275
"lgbtq+ hip hop","energy",0.601727603
"lgbtq+ hip hop","liveness",0.18332095
"lgbtq+ hip hop","tempo",116.2559822
"library music","danceability",0.460118853
"library music","energy",0.351292895
"library music","liveness",0.136420564
"library music","tempo",117.8665512
"liedermacher","danceability",0.406
"liedermacher","energy",0.408
"liedermacher","liveness",0.261
"liedermacher","tempo",148.081
"light music","danceability",0.270025347
"light music","energy",0.247104514
"light music","liveness",0.223898958
"light music","tempo",115.8060486
"lilith","danceability",0.544595493
"lilith","energy",0.497366995
"lilith","liveness",0.168005042
"lilith","tempo",121.4906445
"liquid funk","danceability",0.545269231
"liquid funk","energy",0.714192308
"liquid funk","liveness",0.227512821
"liquid funk","tempo",135.9835641
"lithuanian folk","danceability",0.339
"lithuanian folk","energy",0.121
"lithuanian folk","liveness",0.63
"lithuanian folk","tempo",105.446
"liverpool indie","danceability",0.429071429
"liverpool indie","energy",0.919
"liverpool indie","liveness",0.273478571
"liverpool indie","tempo",150.1491429
"livetronica","danceability",0.655517033
"livetronica","energy",0.632817582
"livetronica","liveness",0.218289927
"livetronica","tempo",117.2505772
"lldm","danceability",0.584
"lldm","energy",0.0857
"lldm","liveness",0.144
"lldm","tempo",93.517
"lo star","danceability",0.551
"lo star","energy",0.78675
"lo star","liveness",0.15525
"lo star","tempo",128.0535
"lo-fi","danceability",0.483802626
"lo-fi","energy",0.636706478
"lo-fi","liveness",0.198722601
"lo-fi","tempo",124.3549624
"lo-fi beats","danceability",0.686842999
"lo-fi beats","energy",0.350460972
"lo-fi beats","liveness",0.164233465
"lo-fi beats","tempo",102.5044621
"lo-fi chill","danceability",0.586166667
"lo-fi chill","energy",0.47269359
"lo-fi chill","liveness",0.219117308
"lo-fi chill","tempo",93.80040064
"lo-fi house","danceability",0.7645
"lo-fi house","energy",0.275
"lo-fi house","liveness",0.1681
"lo-fi house","tempo",83.185
"london rap","danceability",0.722333333
"london rap","energy",0.5585
"london rap","liveness",0.131366667
"london rap","tempo",110.1353333
"louisiana blues","danceability",0.630509943
"louisiana blues","energy",0.496173867
"louisiana blues","liveness",0.18374846
"louisiana blues","tempo",116.5079043
"louisiana metal","danceability",0.341416667
"louisiana metal","energy",0.847958333
"louisiana metal","liveness",0.205291667
"louisiana metal","tempo",122.1355417
"louisville indie","danceability",0.454409375
"louisville indie","energy",0.61225625
"louisville indie","liveness",0.130794688
"louisville indie","tempo",142.5214594
"lounge","danceability",0.463557307
"lounge","energy",0.347124229
"lounge","liveness",0.196040347
"lounge","tempo",112.8579774
"louvor","danceability",0.422
"louvor","energy",0.364
"louvor","liveness",0.206
"louvor","tempo",107.268
"lovers rock","danceability",0.734020771
"lovers rock","energy",0.560166934
"lovers rock","liveness",0.145699257
"lovers rock","tempo",116.8025135
"luk thung","danceability",0.449
"luk thung","energy",0.706466667
"luk thung","liveness",0.249853333
"luk thung","tempo",139.4592667
"lullaby","danceability",0.497523045
"lullaby","energy",0.105089898
"lullaby","liveness",0.137043807
"lullaby","tempo",101.9741992
"lund indie","danceability",0.43
"lund indie","energy",0.4155
"lund indie","liveness",0.1775
"lund indie","tempo",128.666
"lute","danceability",0.329
"lute","energy",0.196
"lute","liveness",0.094
"lute","tempo",118.937
"madchester","danceability",0.54111528
"madchester","energy",0.768813494
"madchester","liveness",0.215868244
"madchester","tempo",120.4460429
"magyar","danceability",0.597
"magyar","energy",0.245166667
"magyar","liveness",0.2145
"magyar","tempo",93.50283333
"magyar alternative","danceability",0.597
"magyar alternative","energy",0.245166667
"magyar alternative","liveness",0.2145
"magyar alternative","tempo",93.50283333
"maine indie","danceability",0.521833333
"maine indie","energy",0.329333333
"maine indie","liveness",0.145
"maine indie","tempo",128.8683333
"mainland chinese pop","danceability",0.541166667
"mainland chinese pop","energy",0.460333333
"mainland chinese pop","liveness",0.145
"mainland chinese pop","tempo",119.7595
"makossa","danceability",0.698888889
"makossa","energy",0.600777778
"makossa","liveness",0.088544444
"makossa","tempo",117.9996667
"malaysian indie","danceability",0.426
"malaysian indie","energy",0.397
"malaysian indie","liveness",0.109
"malaysian indie","tempo",87.424
"malaysian mandopop","danceability",0.499966667
"malaysian mandopop","energy",0.480566667
"malaysian mandopop","liveness",0.1412
"malaysian mandopop","tempo",114.3483333
"malaysian pop","danceability",0.511833333
"malaysian pop","energy",0.623166667
"malaysian pop","liveness",0.162583333
"malaysian pop","tempo",144.1298333
"malian blues","danceability",0.521633333
"malian blues","energy",0.340233333
"malian blues","liveness",0.159443333
"malian blues","tempo",125.0358667
"mallet","danceability",0.316055556
"mallet","energy",0.241788889
"mallet","liveness",0.108927778
"mallet","tempo",93.41183333
"malmo indie","danceability",0.611
"malmo indie","energy",0.742
"malmo indie","liveness",0.232
"malmo indie","tempo",103.039
"mambo","danceability",0.600815612
"mambo","energy",0.581927842
"mambo","liveness",0.170394853
"mambo","tempo",118.7542364
"manchester hip hop","danceability",0.7732
"manchester hip hop","energy",0.6928
"manchester hip hop","liveness",0.19852
"manchester hip hop","tempo",138.1644
"manchester indie","danceability",0.402
"manchester indie","energy",0.92
"manchester indie","liveness",0.0807
"manchester indie","tempo",139.793
"mande pop","danceability",0.537473333
"mande pop","energy",0.39269
"mande pop","liveness",0.168528333
"mande pop","tempo",125.2094633
"mandolin","danceability",0.554501737
"mandolin","energy",0.452596695
"mandolin","liveness",0.188443678
"mandolin","tempo",125.2424242
"mandopop","danceability",0.551890705
"mandopop","energy",0.465007373
"mandopop","liveness",0.17656094
"mandopop","tempo",121.4400219
"mangue bit","danceability",0.654017778
"mangue bit","energy",0.619915556
"mangue bit","liveness",0.176716444
"mangue bit","tempo",110.0380889
"manila sound","danceability",0.49312371
"manila sound","energy",0.354876488
"manila sound","liveness",0.167930278
"manila sound","tempo",117.1147681
"manitoba indie","danceability",0.469116667
"manitoba indie","energy",0.430546667
"manitoba indie","liveness",0.151943333
"manitoba indie","tempo",134.8387167
"mantra","danceability",0.522339456
"mantra","energy",0.35136585
"mantra","liveness",0.211811973
"mantra","tempo",106.3529272
"marathi pop","danceability",0.613203704
"marathi pop","energy",0.4029
"marathi pop","liveness",0.150631481
"marathi pop","tempo",96.03677778
"marching band","danceability",0.464222222
"marching band","energy",0.442888889
"marching band","liveness",0.191666667
"marching band","tempo",118.9787778
"mariachi","danceability",0.527964482
"mariachi","energy",0.358586963
"mariachi","liveness",0.2196129
"mariachi","tempo",123.7151146
"mariachi cristiano","danceability",0.579674995
"mariachi cristiano","energy",0.478007561
"mariachi cristiano","liveness",0.209843294
"mariachi cristiano","tempo",136.4857517
"marimba orquesta","danceability",0.687
"marimba orquesta","energy",0.663
"marimba orquesta","liveness",0.212
"marimba orquesta","tempo",151.333
"martial industrial","danceability",0.379333333
"martial industrial","energy",0.547333333
"martial industrial","liveness",0.226666667
"martial industrial","tempo",108.1663333
"mashup","danceability",0.6261
"mashup","energy",0.845375
"mashup","liveness",0.1667225
"mashup","tempo",99.736575
"math rock","danceability",0.50546875
"math rock","energy",0.5167
"math rock","liveness",0.159453125
"math rock","tempo",120.9294688
"mathcore","danceability",0.2975
"mathcore","energy",0.9695
"mathcore","liveness",0.23195
"mathcore","tempo",163.706
"mbalax","danceability",0.487833333
"mbalax","energy",0.482666667
"mbalax","liveness",0.1753
"mbalax","tempo",143.3528333
"medieval","danceability",0.533
"medieval","energy",0.00444
"medieval","liveness",0.111
"medieval","tempo",80.919
"medieval folk","danceability",0.43151634
"medieval folk","energy",0.419619935
"medieval folk","liveness",0.159951185
"medieval folk","tempo",103.3829481
"medieval rock","danceability",0.467142857
"medieval rock","energy",0.797285714
"medieval rock","liveness",0.121414286
"medieval rock","tempo",130.8271429
"meditation","danceability",0.266427624
"meditation","energy",0.185446748
"meditation","liveness",0.117436124
"meditation","tempo",95.50620458
"melancholia","danceability",0.500961842
"melancholia","energy",0.45299428
"melancholia","liveness",0.164294704
"melancholia","tempo",119.783241
"melbourne bounce","danceability",0.7125
"melbourne bounce","energy",0.81187037
"melbourne bounce","liveness",0.265255556
"melbourne bounce","tempo",120.8845926
"melbourne bounce international","danceability",0.730273148
"melbourne bounce international","energy",0.748217593
"melbourne bounce international","liveness",0.218874074
"melbourne bounce international","tempo",125.28675
"melbourne indie","danceability",0.443
"melbourne indie","energy",0.737
"melbourne indie","liveness",0.121
"melbourne indie","tempo",115.277
"mellow gold","danceability",0.555494444
"mellow gold","energy",0.557771632
"mellow gold","liveness",0.195452254
"mellow gold","tempo",119.3148154
"melodic death metal","danceability",0.397174359
"melodic death metal","energy",0.90419359
"melodic death metal","liveness",0.221888846
"melodic death metal","tempo",127.5478654
"melodic deathcore","danceability",0.448016484
"melodic deathcore","energy",0.954571429
"melodic deathcore","liveness",0.174845055
"melodic deathcore","tempo",122.0047088
"melodic dubstep","danceability",0.523873377
"melodic dubstep","energy",0.743975649
"melodic dubstep","liveness",0.183198701
"melodic dubstep","tempo",132.2663523
"melodic groove metal","danceability",0.368590909
"melodic groove metal","energy",0.94525
"melodic groove metal","liveness",0.172993182
"melodic groove metal","tempo",141.9098636
"melodic hard rock","danceability",0.483772727
"melodic hard rock","energy",0.737757576
"melodic hard rock","liveness",0.2428
"melodic hard rock","tempo",124.476803
"melodic hardcore","danceability",0.422593311
"melodic hardcore","energy",0.885635225
"melodic hardcore","liveness",0.252477391
"melodic hardcore","tempo",130.6212222
"melodic metal","danceability",0.43851
"melodic metal","energy",0.8094
"melodic metal","liveness",0.233762
"melodic metal","tempo",136.0958
"melodic metalcore","danceability",0.420615359
"melodic metalcore","energy",0.892209883
"melodic metalcore","liveness",0.226745889
"melodic metalcore","tempo",128.3394408
"melodic rap","danceability",0.73288858
"melodic rap","energy",0.612468921
"melodic rap","liveness",0.158661374
"melodic rap","tempo",125.5121169
"melodic thrash","danceability",0.345060922
"melodic thrash","energy",0.951278725
"melodic thrash","liveness",0.177447348
"melodic thrash","tempo",146.9358617
"meme rap","danceability",0.776839866
"meme rap","energy",0.590472999
"meme rap","liveness",0.182923018
"meme rap","tempo",122.5855951
"memphis americana","danceability",0.602
"memphis americana","energy",0.6141
"memphis americana","liveness",0.09599
"memphis americana","tempo",107.1537
"memphis blues","danceability",0.602483828
"memphis blues","energy",0.435102878
"memphis blues","liveness",0.151665387
"memphis blues","tempo",118.9975214
"memphis hip hop","danceability",0.787008846
"memphis hip hop","energy",0.737059112
"memphis hip hop","liveness",0.184529108
"memphis hip hop","tempo",129.7064556
"memphis soul","danceability",0.577976273
"memphis soul","energy",0.44890398
"memphis soul","liveness",0.188023314
"memphis soul","tempo",124.1231483
"mento","danceability",0.686066667
"mento","energy",0.514483333
"mento","liveness",0.225955556
"mento","tempo",103.9474333
"merengue","danceability",0.698529386
"merengue","energy",0.71314821
"merengue","liveness",0.150646724
"merengue","tempo",133.9746961
"merengue tipico","danceability",0.632684559
"merengue tipico","energy",0.738436461
"merengue tipico","liveness",0.110296196
"merengue tipico","tempo",149.4121484
"merseybeat","danceability",0.535046205
"merseybeat","energy",0.565475235
"merseybeat","liveness",0.187123118
"merseybeat","tempo",121.8051328
"messianic praise","danceability",0.327142857
"messianic praise","energy",0.261085714
"messianic praise","liveness",0.447928571
"messianic praise","tempo",127.4843571
"metal","danceability",0.382376436
"metal","energy",0.854478168
"metal","liveness",0.231645661
"metal","tempo",128.2182813
"metal guitar","danceability",0.392369048
"metal guitar","energy",0.797827857
"metal guitar","liveness",0.215184286
"metal guitar","tempo",127.7621207
"metalcore","danceability",0.422694711
"metalcore","energy",0.881227135
"metalcore","liveness",0.212145644
"metalcore","tempo",129.5726291
"metropopolis","danceability",0.58667022
"metropopolis","energy",0.683367319
"metropopolis","liveness",0.166618894
"metropopolis","tempo",125.396181
"mexican classic rock","danceability",0.5385006
"mexican classic rock","energy",0.558969349
"mexican classic rock","liveness",0.174632691
"mexican classic rock","tempo",124.4777281
"mexican classical","danceability",0.456263158
"mexican classical","energy",0.063083158
"mexican classical","liveness",0.120042105
"mexican classical","tempo",96.36968421
"mexican electronic","danceability",0.883285714
"mexican electronic","energy",0.683857143
"mexican electronic","liveness",0.166995238
"mexican electronic","tempo",121.123
"mexican hip hop","danceability",0.774896597
"mexican hip hop","energy",0.670790858
"mexican hip hop","liveness",0.162689708
"mexican hip hop","tempo",107.5234672
"mexican indie","danceability",0.653790741
"mexican indie","energy",0.632284259
"mexican indie","liveness",0.217071296
"mexican indie","tempo",121.9312213
"mexican pop","danceability",0.64486454
"mexican pop","energy",0.608410125
"mexican pop","liveness",0.188042003
"mexican pop","tempo",126.849264
"mexican pop punk","danceability",0.568
"mexican pop punk","energy",0.734
"mexican pop punk","liveness",0.162
"mexican pop punk","tempo",99.993
"mexican rock","danceability",0.589250838
"mexican rock","energy",0.727802131
"mexican rock","liveness",0.202693593
"mexican rock","tempo",133.6689915
"mexican rock-and-roll","danceability",0.520552546
"mexican rock-and-roll","energy",0.46881666
"mexican rock-and-roll","liveness",0.189780997
"mexican rock-and-roll","tempo",116.1465683
"mexican son","danceability",0.381714286
"mexican son","energy",0.625333333
"mexican son","liveness",0.286457143
"mexican son","tempo",112.0494286
"mexican traditional","danceability",0.724285714
"mexican traditional","energy",0.495285714
"mexican traditional","liveness",0.151435714
"mexican traditional","tempo",142.943
"miami bass","danceability",0.812905148
"miami bass","energy",0.61618126
"miami bass","liveness",0.185011725
"miami bass","tempo",129.3918426
"miami hip hop","danceability",0.725405763
"miami hip hop","energy",0.675684209
"miami hip hop","liveness",0.24384467
"miami hip hop","tempo",122.421717
"miami indie","danceability",0.396555556
"miami indie","energy",0.719888889
"miami indie","liveness",0.147411111
"miami indie","tempo",83.878
"miami metal","danceability",0.5398
"miami metal","energy",0.8654
"miami metal","liveness",0.2244
"miami metal","tempo",98.587
"michigan indie","danceability",0.527
"michigan indie","energy",0.7795
"michigan indie","liveness",0.13675
"michigan indie","tempo",109.7695
"microhouse","danceability",0.531430211
"microhouse","energy",0.458683088
"microhouse","liveness",0.13977
"microhouse","tempo",115.5191737
"microtonal","danceability",0.260833333
"microtonal","energy",0.375333333
"microtonal","liveness",0.138666667
"microtonal","tempo",130.8176667
"middle earth","danceability",0.221565846
"middle earth","energy",0.093871218
"middle earth","liveness",0.111595872
"middle earth","tempo",90.6395928
"middle eastern traditional","danceability",0.274291667
"middle eastern traditional","energy",0.55575
"middle eastern traditional","liveness",0.447291667
"middle eastern traditional","tempo",84.36704167
"midwest americana","danceability",0.43895
"midwest americana","energy",0.57935
"midwest americana","liveness",0.2163
"midwest americana","tempo",114.092
"midwest emo","danceability",0.455667535
"midwest emo","energy",0.741876736
"midwest emo","liveness",0.187463455
"midwest emo","tempo",131.3262422
"military cadence","danceability",0.540307692
"military cadence","energy",0.303176923
"military cadence","liveness",0.225823077
"military cadence","tempo",112.3292308
"military rap","danceability",0.713190741
"military rap","energy",0.557009259
"military rap","liveness",0.248238889
"military rap","tempo",130.4728685
"milwaukee indie","danceability",0.693333333
"milwaukee indie","energy",0.544666667
"milwaukee indie","liveness",0.122833333
"milwaukee indie","tempo",97.207
"mindfulness","danceability",0.223591667
"mindfulness","energy",0.827010317
"mindfulness","liveness",0.82725
"mindfulness","tempo",73.66933333
"minecraft","danceability",0.584457143
"minecraft","energy",0.533347762
"minecraft","liveness",0.121819048
"minecraft","tempo",116.5598143
"minimal tech house","danceability",0.648044444
"minimal tech house","energy",0.591922222
"minimal tech house","liveness",0.295211111
"minimal tech house","tempo",123.8227778
"minimal techno","danceability",0.625927778
"minimal techno","energy",0.436647222
"minimal techno","liveness",0.146256944
"minimal techno","tempo",120.4130278
"minimal wave","danceability",0.635212121
"minimal wave","energy",0.717818182
"minimal wave","liveness",0.310936364
"minimal wave","tempo",130.1249394
"minimalism","danceability",0.32330346
"minimalism","energy",0.187835879
"minimalism","liveness",0.115796636
"minimalism","tempo",99.74819903
"minneapolis indie","danceability",0.607140432
"minneapolis indie","energy",0.642489198
"minneapolis indie","liveness",0.169758488
"minneapolis indie","tempo",129.0907639
"minneapolis punk","danceability",0.333166667
"minneapolis punk","energy",0.9325
"minneapolis punk","liveness",0.2875
"minneapolis punk","tempo",155.0813333
"minneapolis sound","danceability",0.713174974
"minneapolis sound","energy",0.577971092
"minneapolis sound","liveness",0.174232624
"minneapolis sound","tempo",119.8090001
"minnesota hip hop","danceability",0.721036
"minnesota hip hop","energy",0.670470996
"minnesota hip hop","liveness",0.17895276
"minnesota hip hop","tempo",113.8771301
"mississippi indie","danceability",0.608
"mississippi indie","energy",0.555333333
"mississippi indie","liveness",0.139333333
"mississippi indie","tempo",114.632
"mizrahi","danceability",0.244238095
"mizrahi","energy",0.549314286
"mizrahi","liveness",0.095
"mizrahi","tempo",89.27757143
"mluvene slovo","danceability",0.493
"mluvene slovo","energy",0.588
"mluvene slovo","liveness",0.128
"mluvene slovo","tempo",147.049
"mod revival","danceability",0.439986111
"mod revival","energy",0.754958333
"mod revival","liveness",0.261752778
"mod revival","tempo",149.7278472
"modern alternative rock","danceability",0.555549844
"modern alternative rock","energy",0.747895787
"modern alternative rock","liveness",0.187461434
"modern alternative rock","tempo",122.6428021
"modern big band","danceability",0.468
"modern big band","energy",0.6405
"modern big band","liveness",0.2595
"modern big band","tempo",123.6515
"modern blues","danceability",0.543723393
"modern blues","energy",0.575920919
"modern blues","liveness",0.219951009
"modern blues","tempo",119.6256857
"modern blues rock","danceability",0.506984138
"modern blues rock","energy",0.693451343
"modern blues rock","liveness",0.222728675
"modern blues rock","tempo",118.1968048
"modern bollywood","danceability",0.63489427
"modern bollywood","energy",0.528631053
"modern bollywood","liveness",0.174097261
"modern bollywood","tempo",106.7811358
"modern country rock","danceability",0.573833216
"modern country rock","energy",0.698284969
"modern country rock","liveness",0.190463214
"modern country rock","tempo",122.6949353
"modern dream pop","danceability",0.528752882
"modern dream pop","energy",0.627439937
"modern dream pop","liveness",0.137918709
"modern dream pop","tempo",122.6325858
"modern folk rock","danceability",0.570517697
"modern folk rock","energy",0.573151044
"modern folk rock","liveness",0.165151595
"modern folk rock","tempo",122.2121155
"modern free jazz","danceability",0.308
"modern free jazz","energy",0.308
"modern free jazz","liveness",0.187
"modern free jazz","tempo",116.145
"modern funk","danceability",0.677756631
"modern funk","energy",0.657199299
"modern funk","liveness",0.16089568
"modern funk","tempo",114.7360759
"modern hard rock","danceability",0.527744048
"modern hard rock","energy",0.735970238
"modern hard rock","liveness",0.208533214
"modern hard rock","tempo",112.4531982
"modern jangle pop","danceability",0.794
"modern jangle pop","energy",0.476
"modern jangle pop","liveness",0.332
"modern jangle pop","tempo",129.827
"modern jazz piano","danceability",0.479098901
"modern jazz piano","energy",0.185448352
"modern jazz piano","liveness",0.170645055
"modern jazz piano","tempo",90.95623077
"modern jazz trio","danceability",0.482555556
"modern jazz trio","energy",0.321280556
"modern jazz trio","liveness",0.147988889
"modern jazz trio","tempo",120.9952778
"modern old-time","danceability",0.5985
"modern old-time","energy",0.658133333
"modern old-time","liveness",0.28994
"modern old-time","tempo",115.9482333
"modern performance","danceability",0.3209
"modern performance","energy",0.19841
"modern performance","liveness",0.13489
"modern performance","tempo",118.837
"modern power pop","danceability",0.482713689
"modern power pop","energy",0.779146018
"modern power pop","liveness",0.246569608
"modern power pop","tempo",125.3009399
"modern psychedelic folk","danceability",0.798
"modern psychedelic folk","energy",0.748
"modern psychedelic folk","liveness",0.0615
"modern psychedelic folk","tempo",122.429
"modern reggae","danceability",0.704663283
"modern reggae","energy",0.590281822
"modern reggae","liveness",0.171553255
"modern reggae","tempo",120.1194146
"modern rock","danceability",0.537522359
"modern rock","energy",0.722891824
"modern rock","liveness",0.190323293
"modern rock","tempo",125.0786669
"modern salsa","danceability",0.652390523
"modern salsa","energy",0.680136983
"modern salsa","liveness",0.159375967
"modern salsa","tempo",110.9081217
"modern samba","danceability",0.71025
"modern samba","energy",0.43125
"modern samba","liveness",0.09655
"modern samba","tempo",130.53375
"modern ska punk","danceability",0.54279637
"modern ska punk","energy",0.823074186
"modern ska punk","liveness",0.226479259
"modern ska punk","tempo",127.1303757
"modern southern rock","danceability",0.550939708
"modern southern rock","energy",0.713386396
"modern southern rock","liveness",0.184544443
"modern southern rock","tempo",117.9682564
"modern string quartet","danceability",0.362
"modern string quartet","energy",0.629511111
"modern string quartet","liveness",0.174185185
"modern string quartet","tempo",147.032037
"modern swing","danceability",0.612
"modern swing","energy",0.54175
"modern swing","liveness",0.376175
"modern swing","tempo",117.969
"modern uplift","danceability",0.515272727
"modern uplift","energy",0.860272727
"modern uplift","liveness",0.149763636
"modern uplift","tempo",148.7606364
"modular synth","danceability",0.268
"modular synth","energy",0.232
"modular synth","liveness",0.423333333
"modular synth","tempo",124.5166667
"moldovan pop","danceability",0.784
"moldovan pop","energy",0.880066667
"moldovan pop","liveness",0.072993333
"moldovan pop","tempo",128.8548667
"mollywood","danceability",0.617625
"mollywood","energy",0.239925
"mollywood","liveness",0.1545625
"mollywood","tempo",102.79575
"monastic","danceability",0.255590243
"monastic","energy",0.190624192
"monastic","liveness",0.162510415
"monastic","tempo",102.6694127
"mongolian pop","danceability",0.565
"mongolian pop","energy",0.968
"mongolian pop","liveness",0.284
"mongolian pop","tempo",170.026
"monterrey indie","danceability",0.506
"monterrey indie","energy",0.614
"monterrey indie","liveness",0.0889
"monterrey indie","tempo",99.783
"montreal indie","danceability",0.71787037
"montreal indie","energy",0.5495
"montreal indie","liveness",0.25262963
"montreal indie","tempo",93.48916667
"moog","danceability",0.466515521
"moog","energy",0.401344372
"moog","liveness",0.141347624
"moog","tempo",123.2200504
"moombahton","danceability",0.674051771
"moombahton","energy",0.81617127
"moombahton","liveness",0.223137445
"moombahton","tempo",122.9241395
"moravian folk","danceability",0.365
"moravian folk","energy",0.247
"moravian folk","liveness",0.56
"moravian folk","tempo",178.493
"morna","danceability",0.61775
"morna","energy",0.455
"morna","liveness",0.146575
"morna","tempo",108.6985
"moroccan pop","danceability",0.656
"moroccan pop","energy",0.729
"moroccan pop","liveness",0.133
"moroccan pop","tempo",95.974
"motivation","danceability",0.639640625
"motivation","energy",0.285730469
"motivation","liveness",0.204157812
"motivation","tempo",95.14323828
"motown","danceability",0.596080286
"motown","energy",0.542918499
"motown","liveness",0.187807353
"motown","tempo",116.9031979
"mountain dulcimer","danceability",0.403889423
"mountain dulcimer","energy",0.091494385
"mountain dulcimer","liveness",0.239483365
"mountain dulcimer","tempo",107.7121411
"movie tunes","danceability",0.483516176
"movie tunes","energy",0.365591403
"movie tunes","liveness",0.209040421
"movie tunes","tempo",111.2890344
